Resource,type,name,base_name,extension,size,date,sha1,md5,mime_type,file_type,programming_language,is_binary,is_text,is_archive,is_media,is_source,is_script,is_legal,is_manifest,is_readme,is_top_level,files_count,dirs_count,size_count,scan_errors
/2.1.0.nupkg-extract/,directory,2.1.0.nupkg-extract,2.1.0.nupkg-extract,,0,,,,,,,False,False,False,False,False,False,False,False,False,True,5,6,15132,
/2.1.0.nupkg-extract/[Content_Types].xml,file,[Content_Types].xml,[Content_Types],.xml,448,2016-03-26,a8f2fb6dc8d48852f9ca6a89f98192f93ad71c34,8e55e64b3577227bcecd3e1648ca13c9,application/xml,"XML 1.0 document, UTF-8 Unicode (with BOM) text, with very long lines, with no line terminators",,False,True,False,False,False,False,False,False,False,True,0,0,0,
/2.1.0.nupkg-extract/Zoninn_JustClick_Authentication_V2.1.nuspec,file,Zoninn_JustClick_Authentication_V2.1.nuspec,Zoninn_JustClick_Authentication_V2.1,.nuspec,744,2016-03-26,bf652138c25a7fa1660fb6f400212e3122172363,4d1587108b9f106f040ab104d464f974,application/xml,"XML 1.0 document, UTF-8 Unicode (with BOM) text, with CRLF line terminators",,False,True,False,False,False,False,False,True,False,True,0,0,0,
/2.1.0.nupkg-extract/_rels/,directory,_rels,_rels,,0,,,,,,,False,False,False,False,False,False,False,False,False,True,1,0,521,
/2.1.0.nupkg-extract/_rels/.rels,file,.rels,.rels,,521,2016-03-26,7550a155fcb78217fbaafbf8b3a328c7e38a3b9c,f23863fa2df9f0d7cc69ac68aefa134e,application/xml,"XML 1.0 document, UTF-8 Unicode (with BOM) text, with very long lines, with no line terminators",,False,True,False,False,False,False,False,False,False,False,0,0,0,
/2.1.0.nupkg-extract/lib/,directory,lib,lib,,0,,,,,,,False,False,False,False,False,False,False,False,False,True,1,0,12800,
/2.1.0.nupkg-extract/lib/JustClick_Authentication.dll,file,JustClick_Authentication.dll,JustClick_Authentication,.dll,12800,2016-03-26,378b1c3a9ca0e8803009c12ff92741e069b719f2,2ff0b784c5c1671e1b5d2ab7cd68d914,application/x-dosexec,"PE32 executable (DLL) (console) Intel 80386 Mono/.Net assembly, for MS Windows",,True,False,False,False,False,False,False,False,False,False,0,0,0,
/2.1.0.nupkg-extract/package/,directory,package,package,,0,,,,,,,False,False,False,False,False,False,False,False,False,True,1,3,619,
/2.1.0.nupkg-extract/package/services/,directory,services,services,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,1,2,619,
/2.1.0.nupkg-extract/package/services/metadata/,directory,metadata,metadata,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,1,1,619,
/2.1.0.nupkg-extract/package/services/metadata/core-properties/,directory,core-properties,core-properties,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,1,0,619,
/2.1.0.nupkg-extract/package/services/metadata/core-properties/c446a1601d9c41169b50044ab3c327a6.psmdcp,file,c446a1601d9c41169b50044ab3c327a6.psmdcp,c446a1601d9c41169b50044ab3c327a6,.psmdcp,619,2016-03-26,09c6fe873c29f3d1ff40fc7e117767b5a099b727,0271a4fcbf9290ffe8181d04e4016173,application/xml,"XML 1.0 document, UTF-8 Unicode (with BOM) text, with very long lines, with no line terminators",,False,True,False,False,False,False,False,False,False,False,0,0,0,
