Resource,type,name,base_name,extension,size,date,sha1,md5,mime_type,file_type,programming_language,is_binary,is_text,is_archive,is_media,is_source,is_script,is_legal,is_manifest,is_readme,is_top_level,files_count,dirs_count,size_count,scan_errors,license__key,license__score,license__name,license__short_name,license__category,license__is_exception,license__owner,license__homepage_url,license__text_url,license__reference_url,license__spdx_license_key,license__spdx_url,matched_rule__identifier,matched_rule__license_expression,matched_rule__licenses,matched_rule__is_license_text,matched_rule__is_license_notice,matched_rule__is_license_reference,matched_rule__is_license_tag,matched_rule__matcher,matched_rule__rule_length,matched_rule__matched_length,matched_rule__match_coverage,matched_rule__rule_relevance,copyright,start_line,end_line,author,copyright_holder
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/Annotation.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,Martin Odersky,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/ClassfileAnnotation.scala,file,ClassfileAnnotation.scala,ClassfileAnnotation,.scala,979,2018-08-28,23895a3f02be26fd36c7c207aa571ee713774c9f,8b08d7879cfd28604e9ffd2e832874ec,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/ClassfileAnnotation.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2006-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/ClassfileAnnotation.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,Martin Odersky,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/compileTimeOnly.scala,file,compileTimeOnly.scala,compileTimeOnly,.scala,950,2018-08-28,7903e0ee89cfc8cbc6d3d2bcc6191d8f113e4ea3,c609ce72b0367864bba63565292fff9a,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/ConstantAnnotation.scala,file,ConstantAnnotation.scala,ConstantAnnotation,.scala,1720,2018-08-28,8deeb1d17a2235e4569cf9204d9d3b17a71b1bbf,f3eec1cb2e36b665acbfd90effe9d26e,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/ConstantAnnotation.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2017,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/elidable.scala,file,elidable.scala,elidable,.scala,5040,2018-08-28,82f963064a52d290daf75d2d4be8c67da725ff0c,54de0be1fcf830b09e727d5fc432acdc,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/elidable.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/elidable.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,75,Paul Phillips,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/implicitAmbiguous.scala,file,implicitAmbiguous.scala,implicitAmbiguous,.scala,1139,2018-08-28,40dc5f6144e03038f91964547b1e5d6ecaac9741,963ce0cf2a72ae69150727d428586a82,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/implicitAmbiguous.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,Brian McKenna,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/implicitNotFound.scala,file,implicitNotFound.scala,implicitNotFound,.scala,2043,2018-08-28,f0a2d8b90415a1395eda98b75a9cccf7f15e993a,1206756292f0769ab3320cc94280897e,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/implicitNotFound.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/implicitNotFound.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,Adriaan Moors,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/migration.scala,file,migration.scala,migration,.scala,1309,2018-08-28,790869d884e855c9445f32d6d3505ec8113daebf,e100ada8d2c150c77a3414d79258884b,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/migration.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/showAsInfix.scala,file,showAsInfix.scala,showAsInfix,.scala,699,2018-08-28,d25584f2d0e9945d72b9fa471328339627c203c4,c16a05490b9c9989293ead83372eff22,text/x-c++,"C++ source, ASCII text",Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/StaticAnnotation.scala,file,StaticAnnotation.scala,StaticAnnotation,.scala,1020,2018-08-28,a77ea088a841c1bc7f71552dec75681802422309,49ab3f4c4492ceecf5ec0459c880432c,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/StaticAnnotation.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2006-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/StaticAnnotation.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,Martin Odersky,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/strictfp.scala,file,strictfp.scala,strictfp,.scala,766,2018-08-28,5b153c965ac146d1cf1401043c8a58457583e498,ca89b7c5a877f7ff5ef6c21728fcedd2,text/x-c++,"C++ source, ASCII text",Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/strictfp.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/strictfp.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,Paul Phillips,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/switch.scala,file,switch.scala,switch,.scala,1469,2018-08-28,f60ca83a2817bc1fa4184b2f2546eb76578e4de8,68aaea65cd3b22c7f1edb4f057d0c02b,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/switch.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/switch.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,Paul Phillips,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/tailrec.scala,file,tailrec.scala,tailrec,.scala,850,2018-08-28,b34edfde696b3fe043d622facce0015f951c95ef,23dc92a138497b831e4744e2d73472bb,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/tailrec.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/TypeConstraint.scala,file,TypeConstraint.scala,TypeConstraint,.scala,1249,2018-08-28,9019fa3bf29f5560dc2ca124f5c14f811a62b204,3dbc9533771655ea49d9309fe6c39337,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/TypeConstraint.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2006-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/TypeConstraint.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,Lex Spoon,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/unspecialized.scala,file,unspecialized.scala,unspecialized,.scala,779,2018-08-28,3c73b30c78b753879b492ad856ac622c6012c0a5,2589d846f55cca259ad84cb9007fbd8d,text/x-c++,"C++ source, ASCII text",Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/unspecialized.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/varargs.scala,file,varargs.scala,varargs,.scala,833,2018-08-28,5cd43df4336edc8a4d329e2de4365d38d6d0702a,4e16e15bfc98992ed53f6f7e039700b1,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/varargs.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/,directory,meta,meta,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,11,0,9642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/beanGetter.scala,file,beanGetter.scala,beanGetter,.scala,696,2018-08-28,17fc36a1de299436efd476c704afa366df4a83e9,a77ffbe435f6cd8a152169e549bec7b0,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/beanGetter.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/beanSetter.scala,file,beanSetter.scala,beanSetter,.scala,696,2018-08-28,304b765e5ec4d8928f4b92f791c5369c40b60d15,30d5cb9e9e9eef5ec4931703f4e28aa7,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/beanSetter.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/companionClass.scala,file,companionClass.scala,companionClass,.scala,929,2018-08-28,30a0098884381002ed7f94593d77973660cd0179,ebe31aa7d40569dcf90292fff6cf23a1,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/companionClass.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/companionMethod.scala,file,companionMethod.scala,companionMethod,.scala,930,2018-08-28,f637f649587c648d47fe12f241946a14c9076464,39ef57ebba8337f7e16a40b306a867c4,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/companionMethod.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/companionObject.scala,file,companionObject.scala,companionObject,.scala,771,2018-08-28,9ff470a47bfcc76d36303e8680c93a59830fd236,1030b4649c26686f69d2348e36d403ba,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/companionObject.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/field.scala,file,field.scala,field,.scala,691,2018-08-28,144a5a6ab48a1c9a0a6e4291704480df014055a3,711eee93015916a701209907c060aebb,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/field.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/getter.scala,file,getter.scala,getter,.scala,692,2018-08-28,e6e1a31411655b9654a16205f964c1e6b6b5ad44,6f948f035572f4cf777c1fb437f616a0,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/getter.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/languageFeature.scala,file,languageFeature.scala,languageFeature,.scala,763,2018-08-28,d945852a78110a7b8503ecb99f511f69745ac7d1,31bcc457eca9e5a26dc90e9eafac2fc1,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/languageFeature.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/package.scala,file,package.scala,package,.scala,2091,2018-08-28,1b3866cb8252a895e7b960551604a1893439ad9b,7d1f9e1847776a00786fdc6e5e0ff9d4,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/param.scala,file,param.scala,param,.scala,691,2018-08-28,5e42fdabb6a0a1f4ea61807c2764ed72cc901310,1d868416a4dad6bf75f8c7c6d7b7c9ab,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/param.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/setter.scala,file,setter.scala,setter,.scala,692,2018-08-28,787db26068b7ba4dd7256e3ce0c498a97fe1fcf8,767f959da8bce075c78c563d31337323,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/meta/setter.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/unchecked/,directory,unchecked,unchecked,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,2,0,1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/unchecked/uncheckedStable.scala,file,uncheckedStable.scala,uncheckedStable,.scala,757,2018-08-28,2a83d0f2011f629f23e885941e1dd085535584d5,10fe7f4fe654e3ff034c1576acd1dadc,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/unchecked/uncheckedStable.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/unchecked/uncheckedVariance.scala,file,uncheckedVariance.scala,uncheckedVariance,.scala,769,2018-08-28,474e27dbbf364d35d07fe92d5ae52bf3d6bd5b13,5fe0407f5bc7b387413475e0adf5f149,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/annotation/unchecked/uncheckedVariance.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/beans/,directory,beans,beans,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,2,0,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/beans/BeanProperty.scala,file,BeanProperty.scala,BeanProperty,.scala,1125,2018-08-28,625d20ea9a5604662d48538baeb142da2a4c989b,7ac31dbd6d29051d93f3f9639879ffd1,text/x-c++,"C++ source, ASCII text",Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/beans/BeanProperty.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/beans/BooleanBeanProperty.scala,file,BooleanBeanProperty.scala,BooleanBeanProperty,.scala,819,2018-08-28,9e253e090e360421db5951c58c03bb2078e11871,eb995899c20e522d72d81e72504fc6b8,text/x-c++,"C++ source, ASCII text",Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/beans/BooleanBeanProperty.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2002-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/,directory,collection,collection,,0,,,,,,,False,False,False,False,False,False,False,False,False,False,135,5,1354022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/ArrayOps.scala,file,ArrayOps.scala,ArrayOps,.scala,56365,2018-08-28,6ab60b50e066864bd8e282a9fda4d6031440354b,80efa36927a34620c870fda884f311be,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/BitSet.scala,file,BitSet.scala,BitSet,.scala,8618,2018-08-28,abd6bbff0b8c01690fc95e72c839506e4735c59a,5f2ecf5f870c8a24f6136d54e9dac473,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/BufferedIterator.scala,file,BufferedIterator.scala,BufferedIterator,.scala,660,2018-08-28,012c79b38e05e154a04d64085c2af398e8b69176,f4583266c1c854bfcd562feb424f72ee,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/BufferedIterator.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,Martin Odersky,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/BuildFrom.scala,file,BuildFrom.scala,BuildFrom,.scala,5137,2018-08-28,fc179ecc31f97018e8989724b1993b38ea1a293c,22952547b7597d88078057daf7500ddb,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/DefaultMap.scala,file,DefaultMap.scala,DefaultMap,.scala,809,2018-08-28,ad908c39ffd26bba31a4c8294fd50de97d6aab2a,b97daac9f873c64cf81f96341095a2f2,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/DefaultMap.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2003-2013,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/Factory.scala,file,Factory.scala,Factory,.scala,34748,2018-08-28,0de072f6469c686a117d814c7bf5320d818b001d,ec776310579c6e50a3823be683d5a5ad,text/plain,UTF-8 Unicode text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/Factory.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,Martin Odersky,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/Factory.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,349,Martin Odersky,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/Factory.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,367,Martin Odersky,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/Factory.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,704,Martin Odersky,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/Hashing.scala,file,Hashing.scala,Hashing,.scala,1249,2018-08-28,fc46e599f9d65a722d307009a92a070d9ddbc835,d6ae3592cda6068601f3ba83001d1cd9,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/IndexedSeq.scala,file,IndexedSeq.scala,IndexedSeq,.scala,3179,2018-08-28,10d9a012f41549c7ea08dfffd3b7f1022b5fba55,92767a62726d979159d5c8ad9015abc0,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/IndexedSeqView.scala,file,IndexedSeqView.scala,IndexedSeqView,.scala,4703,2018-08-28,f2c8ba654afed71a204e1eb7e155892d96af5932,d86e3332220b1dbc6cdb738a70b03345,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/Iterable.scala,file,Iterable.scala,Iterable,.scala,37052,2018-08-28,f65194beb720cfc05ed843097aab93621f89503f,1e6794ca7db3dc34b1964fd4eaca0c4d,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/IterableOnce.scala,file,IterableOnce.scala,IterableOnce,.scala,47672,2018-08-28,7d951dc9fe50170d248a99d29c0a5f9aadf00823,7f2ae4a16e13a3786d81a197a8ff8cc1,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/Iterator.scala,file,Iterator.scala,Iterator,.scala,42659,2018-08-28,345caeae29b929494c1934363cd5fe7514d13509,1ab3401a1086f247ef253c933a26cabb,text/plain,UTF-8 Unicode text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/JavaConverters.scala,file,JavaConverters.scala,JavaConverters,.scala,3088,2018-08-28,31449a5f56cf797febce63c35a26ead8bbf18a7f,17722e4afd62218205c52255d070def1,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/JavaConverters.scala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(c) 2006-2016,3,3,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/LazyZipOps.scala,file,LazyZipOps.scala,LazyZipOps,.scala,15319,2018-08-28,64a0bc0a8ec8a32633b24ab6610e478691714a0a,4278be16766aeed12d7a847eec488f5c,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/scala-library-2.13.0-M5-sources.jar-extract/scala/collection/LinearSeq.scala,file,LinearSeq.scala,LinearSeq,.scala,5622,2018-08-28,90e564f78a1730af0a122ef654e779415a24a843,d1bfdc61958a66743953659d757f9ca1,text/plain,ASCII text,Scala,False,True,False,False,True,False,False,False,False,False,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
