"download_url","type","namespace","name","version","qualifier","provider","has_all_spdx_licenses","has_consistent_key_and_file_level_license","has_all_license_texts","score","has_top_level_declared_licenses","file_level_license_and_copyright_coverage","Errors"
"https://files.pythonhosted.org/packages/6f/3f/a44f7b967a24a8834080fb23af4bd429dce7a9312fe3ff2b4f55236d0df9/google-cloud-monitoring-0.30.1.tar.gz","pypi",,"google-cloud-monitoring","0.30.1",,"pypi","True","True","True","84","True","0.38235294117647056",
"https://files.pythonhosted.org/packages/2d/40/9f01a5e1574dab946598793351d59c86f58209d182d229aaa545abb98894/warlock-1.3.0.tar.gz","pypi",,"warlock","1.3.0",,"pypi","True","True","True","84","True","0.38461538461538464",
"https://files.pythonhosted.org/packages/8a/48/a76be51647d0eb9f10e2a4511bf3ffb8cc1e6b14e9e4fab46173aa79f981/termcolor-1.1.0.tar.gz","pypi",,"termcolor","1.1.0",,"pypi","True","True","True","83","True","0.3333333333333333",
"https://files.pythonhosted.org/packages/bd/eb/ec49b55dce703ef94f984d3fe265a848e332841b53b5c3c3f5eb637f8653/google-cloud-vision-0.34.0.tar.gz","pypi",,"google-cloud-vision","0.34.0",,"pypi","True","True","True","83","True","0.3333333333333333",
"https://files.pythonhosted.org/packages/8a/37/f0f965ac854d4512c554cffce25bd23e61a0700bb8c8542f4dc1e75412e6/google-auth-oauthlib-0.2.0.tar.gz","pypi",,"google-auth-oauthlib","0.2.0",,"pypi","True","True","True","83","True","0.3333333333333333",
"https://registry.npmjs.org/source-map-support/-/source-map-support-0.5.9.tgz","npm",,"source-map-support","0.5.9",,"npmjs","True","True","True","83","True","0.3333333333333333",
"https://registry.npmjs.org/moment-timezone/-/moment-timezone-0.5.21.tgz","npm",,"moment-timezone","0.5.21",,"npmjs","True","True","True","83","True","0.3333333333333333",
"https://registry.npmjs.org/js-cookie/-/js-cookie-2.2.0.tgz","npm",,"js-cookie","2.2.0",,"npmjs","True","True","True","83","True","0.3333333333333333",
"https://registry.npmjs.org/hiredis/-/hiredis-0.5.0.tgz","npm",,"hiredis","0.5.0",,"npmjs","True","True","True","83","True","0.3333333333333333",
"https://registry.npmjs.org/flux/-/flux-3.1.3.tgz","npm",,"flux","3.1.3",,"npmjs","False","True","True","83","True","0.9565217391304348",
